ID,gender,BMI,lung,shortRun,jump,knee,longRun,upDown
2020101828,0.0,20.971237820995746,931.0,9.7,158.0,8.7,295.0,36.0
2020101829,0.0,20.67834689768144,1404.0,8.7,190.0,35.6,229.0,60.0
2020101830,0.0,22.91698551168248,2987.0,9.1,160.0,25.5,244.0,46.0
2020101831,0.0,21.043695844743585,2069.0,9.3,162.0,16.3,249.0,39.0
2020101832,0.0,20.986465360914647,463.0,9.4,190.0,24.0,231.0,52.0
2020101833,0.0,19.44862342238237,2463.0,9.2,178.0,20.0,,48.0
2020101834,0.0,26.76903103690941,1910.0,9.4,179.0,29.0,262.0,45.0
2020101835,0.0,19.957583273898422,2783.0,11.8,160.0,21.2,291.0,54.0
2020101836,0.0,19.97527053839297,1796.0,10.0,145.0,12.7,268.0,43.0
2020101837,0.0,20.88438404989975,2845.0,,,19.3,255.0,40.0
2020101838,1.0,27.87060184600651,3055.0,8.5,210.0,4.4,297.0,0.0
2020101840,1.0,18.113558175247224,3816.0,8.3,220.0,14.4,311.0,0.0
2020101841,1.0,18.8753775504496,3779.0,8.2,212.0,0.8,304.0,0.0
2020101842,1.0,25.896952122109244,3397.0,8.5,220.0,26.0,279.0,0.0
2020101843,0.0,,,,,,,
2020101844,0.0,20.158065376114752,2259.0,8.9,176.0,16.4,228.0,42.0
2020101845,1.0,21.575501828912138,2666.0,7.2,260.0,16.6,219.0,10.0
2020101847,0.0,18.817009749692417,1807.0,9.7,150.0,27.8,242.0,50.0
2020101848,0.0,21.452522481329062,2444.0,10.6,152.0,24.6,302.0,48.0
2020101849,1.0,18.610692170304873,3487.0,8.0,215.0,9.1,279.0,0.0
2020101850,0.0,18.525617419966313,2027.0,,,11.6,,46.0
2020101851,0.0,18.041212972243002,2881.0,10.2,160.0,22.4,285.0,45.0
2020101852,0.0,21.155648816229647,1994.0,10.4,165.0,20.2,301.0,45.0
2020101853,0.0,21.814860009953037,2682.0,10.2,162.0,18.9,308.0,47.0
2020101854,0.0,16.806377383300457,1823.0,9.7,170.0,24.7,254.0,27.0
2020101855,0.0,23.224603799775505,2595.0,10.1,162.0,18.0,231.0,40.0
2020101856,0.0,20.43704474505723,2459.0,9.8,155.0,9.5,269.0,45.0
2020101857,0.0,18.586908430778404,2520.0,10.5,160.0,25.8,268.0,20.0
2020101858,0.0,,,,,,,
2020101859,0.0,20.591320964126833,2486.0,9.9,170.0,25.8,253.0,36.0
2020101860,0.0,19.77962913195378,2386.0,9.6,170.0,11.1,272.0,58.0
2020101861,0.0,20.385611949397955,2928.0,8.9,168.0,20.7,234.0,56.0
2020101862,1.0,24.486708986312237,2679.0,7.7,218.0,14.6,185.0,0.0
2020101863,0.0,17.817065746552835,2183.0,9.8,152.0,16.7,274.0,53.0
2020101864,0.0,18.725907362448986,2564.0,9.6,167.0,16.6,,38.0
2020101867,0.0,19.81546066756737,2197.0,9.7,152.0,17.6,,52.0
2020101868,0.0,24.025048050096096,2345.0,9.9,162.0,18.2,286.0,47.0
2020101869,0.0,18.314950320697257,1802.0,8.6,193.0,24.6,248.0,42.0
2020101870,0.0,17.827377832633772,2662.0,9.5,180.0,15.3,263.0,40.0
2020101871,0.0,19.283386162610157,1594.0,8.7,170.0,20.2,253.0,48.0
2020101872,0.0,25.92492573588982,2163.0,9.3,160.0,9.6,223.0,35.0
2020101873,0.0,19.6403007194995,1561.0,9.5,165.0,25.7,253.0,38.0
2020101874,0.0,21.707988980716255,2768.0,8.3,205.0,15.4,272.0,46.0
2020101875,1.0,21.76767240303894,3008.0,8.9,248.0,21.3,288.0,14.0
2020101876,0.0,,,,,,,
2020101877,0.0,19.931397550318426,1514.0,9.7,160.0,11.2,249.0,48.0
2020101878,1.0,21.796884434247072,4482.0,7.6,237.0,13.2,267.0,5.0
2020101879,1.0,25.266480609995146,3636.0,7.2,240.0,18.2,263.0,6.0
2020101880,1.0,28.482638773915912,3151.0,8.5,213.0,19.1,332.0,0.0
2020101881,1.0,,,,,,,
2020101882,1.0,26.936897278925493,4278.0,8.8,200.0,4.2,333.0,0.0
2020101883,0.0,,2057.0,,200.0,21.3,,40.0
2020101884,1.0,,,,,,,
2020101885,1.0,,,,,,,
2020101886,0.0,20.433662844563063,2045.0,10.0,150.0,30.3,,46.0
2020101888,0.0,16.103006541114453,1733.0,10.0,170.0,7.0,296.0,43.0
2020101889,1.0,28.1838408209079,3480.0,8.1,226.0,7.1,,0.0
2020101890,1.0,27.501731108408578,4115.0,8.6,223.0,25.8,316.0,0.0
2020101891,1.0,19.941150722082142,2666.0,7.9,220.0,5.9,,10.0
2020101892,0.0,21.009273560519585,2643.0,9.5,160.0,17.2,219.0,41.0
2020101893,1.0,21.82559243673497,3927.0,7.7,220.0,11.0,242.0,0.0
2020101894,1.0,29.483590834219477,3846.0,7.9,200.0,4.4,262.0,2.0
2020101895,1.0,,,,,,,
2020101896,1.0,30.38710529792575,3694.0,7.8,220.0,9.6,299.0,0.0
2020101897,1.0,,,,,,,
2020101898,1.0,31.85971484844057,3139.0,7.6,230.0,22.6,,0.0
2020101900,1.0,23.323415751855276,3979.0,7.9,238.0,23.2,,11.0
2020101901,1.0,21.536073265104953,4171.0,8.2,230.0,18.6,303.0,0.0
2020101902,1.0,28.53018584883908,3329.0,10.1,180.0,23.6,,1.0
2020101903,1.0,22.680382679911393,5187.0,7.5,260.0,14.4,207.0,23.0
2020101904,1.0,,,,,,,
2020101905,0.0,17.63796850191084,2870.0,8.9,210.0,18.6,336.0,39.0
2020101906,1.0,,,,,,,
2020101907,1.0,,,,,,,
2020101908,1.0,,,,,,,
2020101909,0.0,23.25018829759807,2173.0,10.0,155.0,16.8,404.0,36.0
2020101910,0.0,20.039062499999996,2308.0,10.6,140.0,,301.0,35.0
2020101911,1.0,,,,,,,
2020101912,0.0,18.450880646021304,2547.0,9.5,154.0,27.7,241.0,58.0
2020101913,1.0,24.728861010993338,2908.0,8.3,235.0,7.0,281.0,3.0
2020101914,1.0,25.894797059911237,3735.0,8.1,230.0,16.9,,4.0
2020101915,0.0,,,,,,,
2020101916,1.0,21.132333521817017,3467.0,8.0,210.0,16.3,279.0,0.0
2020101917,0.0,,,,,,,
2020101918,1.0,20.661946823332777,4454.0,7.7,220.0,6.2,262.0,10.0
2020101919,0.0,,,,,,,
2020101921,0.0,17.98851998617295,2477.0,11.0,160.0,23.8,284.0,37.0
2020101923,0.0,,,,,,,
2020101924,1.0,,,,,,,
2020101925,1.0,22.871378284721953,3013.0,7.2,250.0,23.4,235.0,5.0
2020101926,0.0,21.736316109966584,2067.0,9.0,167.0,15.2,224.0,45.0
2020101927,1.0,21.019752860969074,2554.0,7.8,225.0,19.1,241.0,7.0
2020101928,0.0,20.07479616360818,3791.0,10.1,178.0,33.6,,52.0
2020101929,1.0,,,,,,,
2020101930,1.0,18.6047747825567,2154.0,7.5,238.0,9.3,244.0,12.0
2020101931,1.0,22.84256538455916,4130.0,7.6,226.0,11.2,236.0,6.0
